N,P,K,temperature,humidity,ph,rainfall,label
143.203,63.961,10.109,42.328,83.316,6.029,49.575,Wheat
109.803,56.782,91.453,17.976,71.028,8.064,92.709,Wheat
27.123,87.159,19.931,23.778,80.236,8.241,219.711,Wheat
34.214,86.167,95.477,10.569,90.997,4.915,323.035,Wheat
81.561,46.372,26.253,38.541,77.027,5.346,20.416,Wheat
45.57,61.818,12.665,37.336,36.81,5.0,161.159,Wheat
13.306,37.61,85.356,23.957,94.377,4.636,395.12,Wheat
63.721,30.064,55.544,31.78,95.113,6.719,362.847,Wheat
88.204,44.665,95.555,36.802,55.632,8.085,58.351,Wheat
41.502,17.193,18.96,12.783,63.616,5.218,256.895,Wheat
46.823,24.188,49.353,27.239,60.095,4.603,305.461,Wheat
56.915,77.951,87.016,34.085,33.315,5.706,129.147,Wheat
26.135,66.694,88.379,11.479,65.265,6.407,131.183,Wheat
23.925,17.947,29.617,17.814,43.609,7.812,282.42,Wheat
141.599,40.58,29.825,30.632,51.599,6.587,374.099,Wheat
50.909,22.597,88.736,35.779,60.687,5.333,108.813,Wheat
124.865,31.052,20.611,36.702,51.028,6.128,149.612,Wheat
105.112,55.474,33.837,37.683,76.043,5.59,188.139,Wheat
129.137,16.469,71.746,36.808,50.5,7.449,288.69,Wheat
89.552,30.642,72.477,38.9,77.41,5.931,218.826,Wheat
65.4,21.131,64.658,24.551,54.88,5.249,177.241,Wheat
73.051,8.058,61.499,36.4,99.264,7.458,125.562,Wheat
44.796,6.404,73.231,27.009,77.425,7.471,105.675,Wheat
84.511,87.051,24.303,21.205,92.377,7.906,381.514,Wheat
8.106,74.873,64.713,35.645,84.059,7.081,112.585,Wheat
39.398,16.369,18.408,28.295,78.245,6.973,172.636,Wheat
60.785,43.017,47.487,13.461,85.335,6.152,284.53,Wheat
137.913,75.528,76.575,22.223,62.817,7.467,172.185,Wheat
35.194,66.091,17.573,33.591,60.719,4.981,284.673,Wheat
121.446,23.48,81.917,22.494,52.129,4.679,293.865,Wheat
119.98,69.035,48.206,18.404,50.157,6.094,361.369,Wheat
77.473,45.709,40.833,35.196,62.499,8.289,255.86,Wheat
66.101,66.251,84.473,42.389,57.499,7.572,203.489,Wheat
54.723,71.72,78.449,34.621,91.377,7.073,269.898,Wheat
97.774,31.468,48.638,32.254,69.633,7.283,89.829,Wheat
121.69,23.233,69.415,30.935,47.66,7.799,384.289,Wheat
105.955,40.014,28.683,36.103,69.351,5.068,386.836,Wheat
55.1,22.351,65.896,20.778,69.984,7.727,210.889,Wheat
99.388,76.381,31.012,44.267,59.234,7.143,130.076,Wheat
136.405,11.358,65.576,39.197,75.167,7.976,359.634,Wheat
79.715,89.648,56.891,20.128,36.645,8.453,181.919,Wheat
140.08,46.995,38.13,24.398,37.551,6.137,52.564,Wheat
27.917,55.006,33.168,11.928,54.411,6.824,339.156,Wheat
145.147,69.296,81.321,18.609,46.979,7.644,86.048,Wheat
133.047,87.565,45.143,33.95,42.789,6.551,158.853,Wheat
120.166,55.533,91.768,26.07,44.002,7.928,149.842,Wheat
50.767,33.187,93.059,23.177,35.87,8.24,263.692,Wheat
28.271,73.593,25.958,16.939,61.1,5.835,248.79,Wheat
130.755,30.76,79.962,38.461,56.705,7.555,262.142,Wheat
106.099,65.663,27.297,10.18,66.031,7.191,327.075,Wheat
125.19,50.866,62.692,32.562,44.172,7.803,283.134,Wheat
56.238,52.294,21.575,41.753,43.2,4.582,258.474,Wheat
134.392,71.691,57.304,36.234,44.026,6.59,166.529,Wheat
113.492,86.415,15.747,29.516,33.448,6.578,246.736,Wheat
148.884,29.96,82.87,20.984,64.381,7.126,303.297,Wheat
32.655,84.097,82.382,29.818,55.18,5.144,67.666,Wheat
33.413,25.352,80.894,35.771,57.467,8.272,350.419,Wheat
122.969,75.723,49.601,30.002,35.859,7.171,44.895,Wheat
118.005,32.968,65.142,43.461,82.646,7.061,377.192,Wheat
134.478,33.345,71.071,10.96,63.047,6.113,238.084,Wheat
106.311,64.582,37.543,34.477,72.857,8.47,92.443,Wheat
73.825,31.45,31.196,35.106,66.272,7.932,347.337,Wheat
90.069,73.569,67.193,11.539,89.592,7.469,177.705,Wheat
26.412,33.674,34.795,15.898,94.427,5.057,317.981,Wheat
77.071,52.129,56.827,13.351,89.025,7.172,315.733,Wheat
43.107,77.668,59.827,37.411,59.092,7.475,110.956,Wheat
29.611,50.948,11.685,24.102,54.598,4.783,224.936,Wheat
43.834,45.202,88.156,36.384,44.486,8.454,39.284,Wheat
107.558,46.809,14.9,15.668,72.415,8.478,113.895,Wheat
61.969,61.194,84.616,32.493,32.844,7.093,112.284,Wheat
101.512,57.025,56.31,18.663,53.529,7.089,309.986,Wheat
73.435,45.874,15.292,25.97,93.078,8.212,259.502,Wheat
46.607,21.855,82.439,32.758,97.774,4.955,128.112,Wheat
42.226,24.353,13.285,22.65,66.871,7.957,384.396,Wheat
136.6,39.723,77.317,39.371,35.222,7.446,337.655,Wheat
44.766,87.173,31.726,35.377,77.425,8.087,260.574,Wheat
110.302,18.7,14.322,42.092,76.816,4.697,129.633,Wheat
70.361,15.524,35.243,29.5,80.583,5.883,237.222,Wheat
128.942,75.752,91.651,30.672,80.112,8.171,374.422,Wheat
19.729,29.059,41.47,12.423,34.89,5.656,121.447,Wheat
110.673,47.559,22.671,31.069,91.112,5.745,96.439,Wheat
56.844,75.548,66.645,28.42,46.258,4.504,394.774,Wheat
126.321,77.246,68.687,26.101,94.251,6.375,338.385,Wheat
110.221,37.305,50.834,43.473,91.172,6.32,197.255,Wheat
149.986,83.032,89.443,44.557,34.624,6.478,159.608,Wheat
35.748,24.67,17.959,16.831,76.201,6.848,121.934,Wheat
74.642,86.747,31.478,39.067,51.859,5.982,72.273,Wheat
143.282,70.288,78.171,44.238,86.654,5.199,24.055,Wheat
15.999,33.857,99.754,13.198,34.379,5.461,250.839,Wheat
147.7,87.136,15.387,38.219,76.94,6.894,185.379,Wheat
94.616,16.72,63.093,21.813,94.038,7.164,39.213,Wheat
61.141,22.492,89.155,14.405,89.662,5.496,353.477,Wheat
127.934,61.019,38.835,39.927,58.644,7.793,317.71,Wheat
9.942,88.728,29.778,27.951,83.542,6.694,120.621,Wheat
109.49,17.531,91.234,33.147,35.295,6.287,131.426,Wheat
99.338,72.635,64.995,20.376,35.242,5.525,231.612,Wheat
27.793,15.638,49.125,40.021,56.489,7.475,308.188,Wheat
116.457,29.575,47.078,40.684,86.991,5.941,350.073,Wheat
5.06,15.984,70.446,13.849,36.829,4.825,87.5,Wheat
26.958,75.32,82.456,22.092,57.709,5.56,359.399,Wheat
132.13,38.723,80.869,18.066,35.284,6.049,30.41,Wheat
83.031,31.472,18.644,22.911,72.304,5.261,238.999,Wheat
68.704,42.95,29.076,40.01,52.556,7.009,150.413,Wheat
31.925,17.349,23.772,44.941,73.656,7.815,321.9,Wheat
117.941,68.103,83.991,37.232,45.188,5.346,168.809,Wheat
11.28,21.969,11.721,27.267,46.984,5.786,146.773,Wheat
146.932,65.314,64.83,22.252,59.703,7.788,277.892,Wheat
54.563,75.542,63.711,41.166,57.038,5.898,76.231,Wheat
69.906,23.225,72.8,26.098,57.789,6.425,320.147,Wheat
10.912,81.467,81.713,44.039,89.796,5.732,175.777,Wheat
15.409,89.555,70.806,32.087,39.441,6.125,267.378,Wheat
105.34,6.651,58.106,34.558,61.465,5.037,178.972,Wheat
138.172,57.154,41.84,13.256,62.485,4.65,220.14,Wheat
143.868,46.181,77.188,30.845,86.433,7.498,241.084,Wheat
78.518,86.27,79.147,17.119,37.599,6.477,291.363,Wheat
59.453,49.066,12.019,31.973,71.657,5.284,130.023,Wheat
113.152,26.751,98.784,41.251,57.29,6.812,331.816,Wheat
131.177,89.268,32.893,29.795,32.795,6.512,223.972,Wheat
137.0,33.136,20.021,26.548,67.623,7.82,239.046,Wheat
90.038,49.386,63.375,40.477,54.257,5.018,123.183,Wheat
33.219,37.501,89.287,32.055,77.49,4.791,206.629,Wheat
98.438,69.651,77.215,12.344,83.847,5.0,230.74,Wheat
36.013,30.655,71.273,29.617,63.203,7.749,235.706,Wheat
99.814,5.404,43.871,14.057,63.36,5.342,93.863,Wheat
111.658,83.614,96.24,26.643,40.227,4.715,281.806,Wheat
144.156,23.604,38.707,17.746,30.355,7.597,26.134,Wheat
69.347,26.774,99.387,23.531,88.526,7.42,143.94,Wheat
91.123,9.457,21.199,13.105,75.353,7.452,35.032,Wheat
52.301,67.114,85.877,33.002,36.743,7.599,336.654,Wheat
83.165,24.09,92.953,24.981,68.673,8.205,43.449,Wheat
53.585,71.736,57.408,12.964,34.604,6.932,295.201,Wheat
40.41,40.634,81.899,27.547,88.086,6.385,220.872,Wheat
23.376,78.998,52.17,17.277,94.539,7.626,358.437,Wheat
81.262,26.772,66.157,26.61,85.059,4.863,361.301,Wheat
68.6,52.89,80.749,17.005,93.316,7.946,362.131,Wheat
39.63,13.98,62.673,32.123,53.239,8.326,304.148,Wheat
72.131,44.103,39.524,23.317,86.28,7.755,256.912,Wheat
98.451,87.512,21.278,15.245,61.636,4.766,182.475,Wheat
147.559,44.285,65.706,13.622,73.125,7.143,51.334,Wheat
94.036,8.116,67.283,10.23,52.348,6.867,240.972,Wheat
69.468,9.721,90.112,42.669,99.531,5.601,301.431,Wheat
146.203,84.464,89.363,34.2,94.735,6.217,331.412,Wheat
115.334,28.691,10.066,40.991,54.875,6.462,279.329,Wheat
126.24,24.841,45.592,37.774,39.851,6.607,253.222,Wheat
37.794,39.484,56.518,22.102,48.904,6.819,64.547,Wheat
108.389,61.503,27.925,28.951,30.808,5.779,232.847,Wheat
23.018,35.911,70.818,10.242,37.029,5.862,389.897,Wheat
57.244,62.117,28.556,14.905,82.58,5.236,303.855,Wheat
106.342,88.732,99.729,39.852,52.584,4.608,23.489,Wheat
19.714,61.108,51.289,12.115,31.688,5.4,55.343,Wheat
129.681,51.633,25.775,33.392,95.413,5.06,355.709,Wheat
7.174,43.565,86.319,39.685,72.458,4.996,373.638,Wheat
45.521,51.129,19.081,20.276,75.115,7.339,367.525,Wheat
118.04,40.771,86.583,34.533,52.893,4.96,361.63,Wheat
52.8,47.924,52.968,39.385,81.74,7.362,376.075,Wheat
125.319,44.804,52.541,31.453,78.58,4.879,257.594,Wheat
7.305,85.979,37.995,33.693,68.713,5.084,20.089,Wheat
12.276,82.024,47.273,21.953,75.441,4.526,187.028,Wheat
17.225,51.399,43.459,15.949,45.279,4.994,116.395,Wheat
122.293,84.898,63.608,43.915,84.65,5.093,120.539,Wheat
40.615,40.971,46.442,12.653,89.787,8.124,324.132,Wheat
70.683,75.145,55.156,32.416,89.383,7.807,276.992,Wheat
130.014,22.104,60.823,19.974,70.1,6.563,93.33,Wheat
25.156,83.491,78.144,40.956,95.109,4.676,292.68,Wheat
17.021,31.346,90.258,24.136,49.006,6.254,67.825,Wheat
137.095,31.728,53.372,35.759,81.622,7.267,261.016,Wheat
56.744,84.593,47.203,16.895,83.807,5.893,324.404,Wheat
148.388,76.631,88.389,35.147,63.284,7.49,117.341,Wheat
39.63,82.272,58.935,11.878,91.197,7.684,256.832,Wheat
10.836,82.962,43.188,21.106,78.485,8.253,284.358,Wheat
87.986,38.52,24.107,38.93,46.442,5.96,35.176,Wheat
92.499,80.972,13.604,20.066,91.506,5.202,281.177,Wheat
17.123,23.502,25.626,23.069,89.131,6.695,20.158,Wheat
64.717,32.421,55.335,29.417,98.149,6.673,71.79,Wheat
6.572,18.152,59.664,26.917,96.98,7.57,135.246,Wheat
94.775,15.953,16.143,43.24,99.783,6.325,322.572,Wheat
15.696,32.43,47.898,34.95,89.154,7.018,342.214,Wheat
96.535,22.715,40.393,21.336,44.996,7.675,241.328,Wheat
12.349,39.132,65.975,19.565,73.829,6.386,152.274,Wheat
132.126,21.394,61.526,38.829,77.817,8.143,66.525,Wheat
98.909,68.632,63.467,37.896,77.143,7.254,350.867,Wheat
96.562,18.462,84.843,11.772,62.931,5.664,162.212,Wheat
88.9,58.824,53.017,35.973,35.462,6.541,152.795,Wheat
75.546,51.18,61.244,28.145,71.468,7.686,276.378,Wheat
146.526,32.592,84.554,15.55,93.159,7.015,184.838,Wheat
84.426,74.651,70.679,44.502,91.199,7.248,326.481,Wheat
146.027,74.577,87.581,37.654,54.691,5.975,378.647,Wheat
87.161,71.772,76.008,41.314,80.803,6.495,266.732,Wheat
148.713,68.186,31.795,37.741,56.125,7.281,60.383,Wheat
15.106,65.104,31.483,34.153,61.236,5.275,367.019,Wheat
119.158,11.497,71.305,36.107,84.237,5.937,221.7,Wheat
5.404,89.645,28.229,33.729,58.695,4.65,178.756,Wheat
141.916,13.963,96.205,43.744,96.972,6.72,271.087,Wheat
47.781,78.018,91.876,15.508,58.164,5.392,151.504,Wheat
102.276,57.647,87.246,23.027,80.717,6.812,343.825,Wheat
58.636,78.78,84.929,35.679,69.405,5.527,371.691,Wheat
30.338,77.949,35.913,24.197,57.743,5.801,317.523,Wheat
28.816,51.444,91.746,23.282,31.367,4.669,181.912,Wheat
65.595,83.782,29.554,23.407,76.916,7.033,84.747,Wheat
139.073,14.82,35.05,25.64,65.531,5.085,88.712,Wheat
38.416,17.779,53.181,42.022,58.687,6.609,25.277,Wheat
103.424,16.547,28.205,33.486,40.304,7.065,289.364,Wheat
59.142,33.942,50.828,35.385,88.077,4.829,24.034,Wheat
35.077,83.821,69.959,32.221,37.294,5.081,318.792,Wheat
121.141,84.291,16.002,34.512,88.242,4.93,205.575,Wheat
103.276,74.182,74.117,12.79,42.284,5.716,54.636,Wheat
118.427,48.878,38.655,38.793,34.174,6.195,46.288,Wheat
70.681,60.501,39.759,15.781,45.341,6.015,89.906,Wheat
29.172,69.778,62.85,34.397,90.359,5.955,261.652,Wheat
8.505,59.727,97.153,17.096,37.704,6.6,157.671,Wheat
76.537,25.333,39.903,10.242,45.063,4.547,94.497,Wheat
105.863,23.395,83.11,29.255,55.593,8.457,293.012,Wheat
14.554,8.979,46.328,43.909,74.422,7.238,229.052,Wheat
28.776,80.17,51.475,15.794,85.082,7.746,137.2,Wheat
105.802,25.811,90.367,10.89,39.063,6.405,361.162,Wheat
131.454,13.711,46.029,38.788,73.72,8.089,204.882,Wheat
136.792,33.504,16.214,26.34,53.365,8.112,118.832,Wheat
14.7,73.189,36.333,42.446,64.701,5.604,364.759,Wheat
65.517,67.269,55.499,41.183,86.286,8.343,141.558,Wheat
63.777,6.775,45.94,26.656,47.862,5.095,282.936,Wheat
115.55,66.707,50.044,28.14,48.58,7.458,352.586,Wheat
68.577,16.72,73.401,42.337,43.21,7.274,332.208,Wheat
127.254,78.907,52.001,35.941,71.161,5.33,85.255,Wheat
47.146,41.612,72.075,32.037,53.503,5.754,51.465,Wheat
101.139,50.148,47.49,27.039,47.635,5.223,115.165,Wheat
12.604,64.77,87.104,11.504,79.789,6.085,314.557,Wheat
143.05,42.468,16.265,42.443,98.272,4.644,144.924,Wheat
26.205,54.657,83.23,31.56,87.65,6.636,36.218,Wheat
136.845,24.371,96.551,19.574,85.17,6.232,121.778,Wheat
123.225,17.607,10.874,14.854,83.664,8.485,259.531,Wheat
49.67,55.645,21.349,20.98,94.52,5.113,212.337,Wheat
103.534,70.191,45.274,41.155,74.959,4.539,300.893,Wheat
42.479,68.891,42.916,17.974,53.601,8.186,346.301,Wheat
140.999,27.564,52.012,37.799,87.958,6.57,273.758,Wheat
54.994,13.298,59.619,23.092,81.318,8.114,368.146,Wheat
145.157,6.312,84.653,20.845,52.951,7.599,127.199,Wheat
15.686,35.397,80.897,11.795,57.086,7.463,121.015,Wheat
146.689,32.472,49.281,25.018,49.238,5.141,366.567,Wheat
15.503,86.914,46.613,37.236,72.346,5.197,201.086,Wheat
25.009,45.219,45.498,26.662,42.359,6.945,370.228,Wheat
75.259,22.266,82.095,20.217,81.123,5.018,53.407,Wheat
6.279,46.393,35.206,33.726,35.044,6.529,218.621,Wheat
137.409,15.598,88.828,41.247,35.003,6.402,188.665,Wheat
75.339,8.922,82.64,10.154,35.339,5.49,277.163,Wheat
52.688,80.111,96.851,12.093,83.813,7.02,274.801,Wheat
30.759,75.704,67.248,30.194,96.59,7.086,231.805,Wheat
142.591,36.776,63.066,35.985,43.16,6.087,137.716,Wheat
45.625,27.46,69.913,22.584,76.924,7.184,328.083,Wheat
65.186,38.131,59.819,24.518,61.404,6.295,236.27,Wheat
50.115,45.67,17.029,24.145,64.361,5.916,119.242,Wheat
127.135,67.185,78.275,30.322,93.313,7.409,241.934,Wheat
50.082,28.823,73.067,10.822,64.141,5.606,26.237,Wheat
24.421,88.782,57.401,19.926,34.134,6.427,185.137,Wheat
46.305,49.052,20.805,13.406,78.499,4.584,288.728,Wheat
138.497,30.698,37.439,15.223,59.072,6.585,235.552,Wheat
85.331,49.857,44.281,28.235,86.501,8.2,175.223,Wheat
75.962,56.741,80.912,19.557,94.747,8.164,156.201,Wheat
125.929,36.873,51.622,10.725,99.312,8.156,368.953,Wheat
76.617,55.355,31.033,29.521,59.484,6.118,82.424,Wheat
71.082,45.257,12.946,25.215,77.472,5.171,303.067,Wheat
91.027,28.895,99.771,43.664,65.038,5.446,354.589,Wheat
124.511,84.186,57.498,20.295,49.148,6.889,303.71,Wheat
99.764,61.049,92.309,42.714,43.168,8.335,250.349,Wheat
45.407,14.102,69.242,30.328,56.149,5.452,295.539,Wheat
61.952,23.064,71.001,42.391,61.473,5.319,130.339,Wheat
64.592,17.904,25.205,40.325,94.69,4.832,237.606,Wheat
95.474,12.926,65.664,43.695,61.102,8.451,243.596,Wheat
40.273,26.511,91.668,12.245,62.904,6.132,71.269,Wheat
104.31,52.676,73.126,23.996,95.891,5.768,344.293,Wheat
60.079,10.714,51.841,13.266,48.198,6.384,330.635,Wheat
35.279,41.635,90.595,20.174,83.691,5.533,220.831,Wheat
67.076,89.36,80.645,13.153,87.473,6.472,347.25,Wheat
35.239,76.202,11.009,23.396,43.501,7.043,314.94,Wheat
112.705,35.024,45.644,39.717,64.433,7.216,171.101,Wheat
44.548,51.185,92.582,35.242,78.769,4.903,56.178,Wheat
102.98,54.352,76.467,43.475,48.122,7.12,106.627,Wheat
144.513,79.194,84.823,42.621,34.856,4.609,297.785,Wheat
117.243,51.384,80.309,19.405,61.359,7.574,281.799,Wheat
127.216,43.962,60.553,32.943,85.974,6.352,85.814,Wheat
49.194,14.785,42.679,22.943,99.321,6.604,127.135,Wheat
107.098,67.5,72.288,21.196,62.396,7.549,144.667,Wheat
137.821,41.865,66.649,21.314,86.408,6.757,301.204,Wheat
142.258,57.066,73.984,31.885,75.366,6.322,240.223,Wheat
63.033,62.655,58.445,10.811,81.771,5.356,237.5,Wheat
24.005,80.917,60.042,12.922,57.926,6.343,128.921,Wheat
13.588,19.199,80.348,13.423,94.846,6.535,283.311,Wheat
80.682,72.068,53.021,37.785,63.373,7.762,91.954,Wheat
64.452,52.185,66.872,44.17,56.561,4.875,238.911,Wheat
35.324,82.196,62.837,15.954,45.461,7.488,235.108,Wheat
130.831,11.77,13.8,43.535,80.824,6.388,227.343,Wheat
121.777,37.225,30.553,43.441,35.249,5.32,38.516,Wheat
106.304,76.571,91.634,42.291,82.033,7.591,159.14,Wheat
10.148,65.912,95.069,31.609,78.923,8.111,265.977,Wheat
63.417,54.29,62.987,35.008,53.076,5.976,201.78,Wheat
8.239,13.578,38.034,13.212,64.668,7.183,33.197,Wheat
87.454,89.802,50.236,34.811,37.643,5.887,67.183,Wheat
106.193,57.14,11.304,43.796,90.665,5.805,274.291,Wheat
146.016,23.76,81.863,11.485,75.458,5.253,174.332,Wheat
40.169,64.982,54.186,30.137,71.037,7.592,74.27,Wheat
61.461,13.133,85.716,39.918,41.949,7.798,218.909,Wheat
54.358,9.722,94.172,41.272,79.555,7.723,341.397,Wheat
107.885,77.93,12.553,44.34,31.391,6.562,221.493,Wheat
88.969,33.138,67.527,27.994,85.544,7.313,202.034,Wheat
77.473,59.526,44.797,22.568,57.785,6.5,202.518,Wheat
127.691,15.062,91.11,35.62,52.127,6.505,360.428,Wheat
59.458,85.779,80.321,37.954,72.186,6.796,356.495,Wheat
56.352,36.476,61.43,29.637,87.936,6.149,297.896,Wheat
79.96,54.36,22.049,22.684,90.589,7.296,203.144,Wheat
14.328,46.509,37.171,26.626,83.49,7.475,375.026,Wheat
7.223,13.813,27.255,16.375,60.917,8.147,393.055,Wheat
62.287,37.33,57.958,26.073,91.239,7.649,332.901,Wheat
115.937,19.862,30.338,14.834,59.116,8.175,169.621,Wheat
6.996,22.304,97.637,19.564,86.595,5.906,286.446,Wheat
114.455,44.672,26.332,22.835,75.586,6.93,167.702,Wheat
24.61,7.09,42.603,25.242,73.052,7.093,256.582,Wheat
121.036,87.221,64.205,14.239,34.16,5.163,384.109,Wheat
109.831,88.759,19.71,20.745,59.778,7.666,306.889,Wheat
23.045,61.94,80.725,15.244,38.704,4.509,283.819,Wheat
24.443,78.977,90.046,11.493,63.118,5.162,239.806,Wheat
96.126,27.352,33.96,13.139,45.901,6.863,69.712,Wheat
95.53,59.867,31.042,19.824,57.356,6.527,128.086,Wheat
71.673,42.983,61.975,35.69,93.847,6.939,41.652,Wheat
118.983,74.289,42.264,28.001,35.734,5.463,158.474,Wheat
85.318,69.774,63.47,21.759,34.155,4.596,138.498,Wheat
138.342,30.546,64.593,32.264,34.234,7.028,310.159,Wheat
119.647,59.032,51.223,20.737,39.065,5.799,301.002,Wheat
12.119,13.674,60.416,20.587,63.241,7.656,89.63,Wheat
86.088,80.034,25.465,42.983,59.548,8.166,152.295,Wheat
12.442,26.719,75.032,31.353,56.142,5.311,295.837,Wheat
88.717,79.571,52.567,28.677,37.35,5.162,232.855,Wheat
19.69,86.407,58.369,10.92,76.322,5.087,359.452,Wheat
36.324,78.746,10.014,36.536,77.738,5.039,44.329,Wheat
142.957,72.35,87.021,15.233,66.479,7.359,328.974,Wheat
75.104,18.175,26.61,16.384,33.521,4.948,393.288,Wheat
129.691,35.278,25.917,10.703,80.463,4.611,170.96,Wheat
29.814,21.465,81.016,40.497,65.293,8.034,354.318,Wheat
92.025,21.116,83.916,37.564,37.604,5.718,363.276,Wheat
119.45,38.331,82.172,28.543,55.49,7.776,287.666,Wheat
59.732,6.304,52.793,18.435,77.663,7.682,217.285,Wheat
111.728,71.903,54.697,29.071,65.967,5.483,361.789,Wheat
26.159,29.403,82.058,18.446,78.983,6.791,112.175,Wheat
86.934,26.095,80.685,38.03,62.836,4.817,111.675,Wheat
12.032,40.281,55.196,30.389,95.32,6.748,67.862,Wheat
97.345,80.361,92.672,17.276,95.433,5.545,375.389,Wheat
104.95,66.266,50.075,26.55,47.65,5.073,205.207,Wheat
147.013,72.926,57.553,34.819,95.656,7.665,398.013,Wheat
107.224,76.898,27.761,19.934,67.449,7.593,289.808,Wheat
34.959,63.368,34.07,26.679,90.503,7.537,337.422,Wheat
70.935,28.545,50.547,26.862,92.671,6.858,73.379,Wheat
98.158,43.656,79.356,31.636,74.15,6.617,238.008,Wheat
124.685,41.484,13.533,30.038,77.525,7.789,346.806,Wheat
34.724,18.365,18.013,13.621,80.134,6.895,310.751,Wheat
111.241,30.329,63.41,40.551,52.476,7.933,242.593,Wheat
60.385,15.556,95.865,16.058,76.54,7.554,283.148,Wheat
45.295,75.344,22.25,41.687,31.503,5.097,235.399,Wheat
134.425,8.297,60.861,26.979,33.615,5.264,173.75,Wheat
18.505,68.652,71.519,19.351,69.085,4.649,250.326,Wheat
148.102,39.585,11.672,10.903,99.851,6.074,106.119,Wheat
103.468,69.624,41.342,23.033,72.564,5.562,151.677,Wheat
31.774,48.666,22.178,36.899,53.148,5.181,146.934,Wheat
11.871,83.122,58.654,40.094,33.118,4.608,264.601,Wheat
77.862,9.632,83.177,10.152,58.046,7.705,121.302,Wheat
131.943,33.236,24.22,41.388,62.923,6.743,70.938,Wheat
105.593,73.512,88.979,42.314,76.246,4.562,256.893,Wheat
39.664,10.711,88.68,16.924,74.97,8.152,22.124,Wheat
25.704,12.383,43.81,39.936,35.382,8.491,50.612,Wheat
38.851,59.909,21.074,36.871,42.532,4.534,322.022,Wheat
104.831,86.26,41.57,36.808,58.89,5.296,157.498,Wheat
81.138,11.635,36.316,32.131,36.959,4.548,326.009,Wheat
44.501,35.034,61.218,27.979,73.15,5.84,174.289,Wheat
112.454,17.367,21.72,43.736,73.513,4.629,218.012,Wheat
145.745,70.071,95.728,28.069,76.46,5.771,59.367,Wheat
129.494,19.845,21.633,29.748,96.753,6.615,217.009,Wheat
61.674,13.841,88.327,18.773,80.846,7.878,320.176,Wheat
129.197,9.303,24.558,36.989,49.517,8.427,321.735,Wheat
123.601,20.937,89.46,20.913,30.139,5.532,91.911,Wheat
20.476,36.277,23.211,36.894,95.81,5.066,168.592,Wheat
30.734,21.028,26.64,23.981,98.082,5.498,148.676,Wheat
8.177,45.016,40.691,23.711,41.215,5.037,193.348,Wheat
130.499,37.043,46.9,34.06,96.593,5.743,266.021,Wheat
149.24,53.256,50.23,15.669,71.359,6.245,216.3,Wheat
140.214,34.94,89.968,33.428,49.437,6.574,369.237,Wheat
6.187,7.2,35.127,40.143,33.348,8.213,22.327,Wheat
24.294,52.065,98.086,35.065,77.239,4.519,143.003,Wheat
21.556,37.564,30.142,29.057,94.325,5.968,55.984,Wheat
119.932,82.44,45.892,22.047,30.607,6.874,177.525,Wheat
48.339,71.414,34.338,37.653,89.616,5.893,232.764,Wheat
144.033,77.089,81.09,15.47,32.28,4.5,379.197,Wheat
82.93,60.18,52.682,13.756,61.442,6.211,97.257,Wheat
77.63,78.725,19.412,25.579,90.833,5.364,213.879,Wheat
7.679,48.02,50.034,42.545,48.26,5.248,397.291,Wheat
76.628,42.608,56.612,41.631,31.406,5.222,236.587,Wheat
110.574,18.577,31.306,10.861,35.411,5.565,48.51,Wheat
59.966,80.62,48.685,36.698,62.606,6.351,39.676,Wheat
34.98,65.056,11.006,17.508,39.835,6.608,56.799,Wheat
59.091,89.858,97.505,44.825,60.256,6.803,263.571,Wheat
136.49,88.036,68.951,34.499,90.716,6.857,80.467,Wheat
101.492,52.799,76.744,16.27,79.772,5.922,386.918,Wheat
148.399,37.664,95.502,41.197,87.404,5.348,134.847,Wheat
88.667,26.006,80.043,39.914,38.82,5.113,338.231,Wheat
136.141,60.939,68.524,33.317,78.218,7.683,220.958,Wheat
78.376,47.884,81.778,13.75,43.053,7.148,204.064,Wheat
149.897,53.536,69.041,37.319,69.388,7.119,194.046,Wheat
11.21,73.517,16.98,18.773,85.232,5.71,96.62,Wheat
114.788,67.452,44.616,37.204,91.546,6.537,275.286,Wheat
78.751,6.644,42.878,26.738,63.471,7.34,332.004,Wheat
